##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	s3-2_S20_concat.fastq.trim
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	2514748
Sequences flagged as poor quality	0
Sequence length	20-95
%GC	47
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.787695625963316	37.0	37.0	37.0	37.0	37.0
2	36.489815281690255	37.0	37.0	37.0	37.0	37.0
3	36.71121559695047	37.0	37.0	37.0	37.0	37.0
4	36.70720326649032	37.0	37.0	37.0	37.0	37.0
5	36.663729327948566	37.0	37.0	37.0	37.0	37.0
6	36.666073101559284	37.0	37.0	37.0	37.0	37.0
7	36.65209714850156	37.0	37.0	37.0	37.0	37.0
8	36.64436357042535	37.0	37.0	37.0	37.0	37.0
9	36.644118615463654	37.0	37.0	37.0	37.0	37.0
10-11	36.63760543800015	37.0	37.0	37.0	37.0	37.0
12-13	36.62897912633791	37.0	37.0	37.0	37.0	37.0
14-15	36.61414503560596	37.0	37.0	37.0	37.0	37.0
16-17	36.608202889514175	37.0	37.0	37.0	37.0	37.0
18-19	36.602424576935746	37.0	37.0	37.0	37.0	37.0
20-21	36.60795554710805	37.0	37.0	37.0	37.0	37.0
22-23	36.601378978651695	37.0	37.0	37.0	37.0	37.0
24-25	36.59889187210112	37.0	37.0	37.0	37.0	37.0
26-27	36.59185129834839	37.0	37.0	37.0	37.0	37.0
28-29	36.58568370160823	37.0	37.0	37.0	37.0	37.0
30-31	36.58160218098038	37.0	37.0	37.0	37.0	37.0
32-33	36.571309994494854	37.0	37.0	37.0	37.0	37.0
34-35	36.565564328816855	37.0	37.0	37.0	37.0	37.0
36-37	36.5657626911934	37.0	37.0	37.0	37.0	37.0
38-39	36.557377672319504	37.0	37.0	37.0	37.0	37.0
40-41	36.55585321130579	37.0	37.0	37.0	37.0	37.0
42-43	36.559151854338076	37.0	37.0	37.0	37.0	37.0
44-45	36.54756457537441	37.0	37.0	37.0	37.0	37.0
46-47	36.53925612115509	37.0	37.0	37.0	37.0	37.0
48-49	36.53563258374932	37.0	37.0	37.0	37.0	37.0
50-51	36.527512729483945	37.0	37.0	37.0	37.0	37.0
52-53	36.518144010616965	37.0	37.0	37.0	37.0	37.0
54-55	36.515145858352525	37.0	37.0	37.0	37.0	37.0
56-57	36.50792735342211	37.0	37.0	37.0	37.0	37.0
58-59	36.505632496955755	37.0	37.0	37.0	37.0	37.0
60-61	36.49886692617153	37.0	37.0	37.0	37.0	37.0
62-63	36.480564852491746	37.0	37.0	37.0	37.0	37.0
64-65	36.48153976406424	37.0	37.0	37.0	37.0	37.0
66-67	36.47550170666908	37.0	37.0	37.0	37.0	37.0
68-69	36.47670657133675	37.0	37.0	37.0	37.0	37.0
70-71	36.46402909483214	37.0	37.0	37.0	37.0	37.0
72-73	36.463559732209816	37.0	37.0	37.0	37.0	37.0
74-75	36.45656453787345	37.0	37.0	37.0	37.0	37.0
76-77	36.4330310923383	37.0	37.0	37.0	37.0	37.0
78-79	36.42599127707334	37.0	37.0	37.0	37.0	37.0
80-81	36.41178369120141	37.0	37.0	37.0	37.0	37.0
82-83	36.40171589640818	37.0	37.0	37.0	37.0	37.0
84-85	36.38946964138056	37.0	37.0	37.0	37.0	37.0
86-87	36.36680410072329	37.0	37.0	37.0	37.0	37.0
88-89	36.35153291695604	37.0	37.0	37.0	37.0	37.0
90-91	36.33154243530835	37.0	37.0	37.0	37.0	37.0
92-93	36.311842475873775	37.0	37.0	37.0	37.0	37.0
94-95	36.30223885012023	37.0	37.0	37.0	37.0	37.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.2876924359075588
1101	2	-0.1049654569258891
1101	3	-0.3109850377204353
1101	4	-0.31217523191508434
1101	5	-0.28025733903063355
1101	6	-0.682237330463721
1101	7	-0.2806347051915452
1101	8	-0.4700655462797627
1101	9	-0.4573960614907051
1101	10-11	-0.23901227189361407
1101	12-13	-0.4088191597796609
1101	14-15	-0.3885635249261483
1101	16-17	-0.44499364236283867
1101	18-19	-0.3824278956032998
1101	20-21	-0.40720350959471574
1101	22-23	-0.2632106074489471
1101	24-25	-0.4485989527559582
1101	26-27	-0.2241987370905676
1101	28-29	-0.2104240273719995
1101	30-31	-0.25315335179802645
1101	32-33	-0.3924145280332567
1101	34-35	-0.18287519771158856
1101	36-37	-0.34357133969592013
1101	38-39	-0.2645180818946713
1101	40-41	-0.24298210625931915
1101	42-43	-0.4471559629059314
1101	44-45	-0.4164015534619452
1101	46-47	-0.3619512243250469
1101	48-49	-0.4424820986626301
1101	50-51	-0.6006446298904606
1101	52-53	-0.42111330110504497
1101	54-55	-0.46763838606619856
1101	56-57	-0.4671293113960573
1101	58-59	-0.2324700406007807
1101	60-61	-0.3073965080439791
1101	62-63	-0.38364570647777896
1101	64-65	-0.25077331571218764
1101	66-67	0.023629571710372943
1101	68-69	-0.16732985959674096
1101	70-71	-0.3248990410105961
1101	72-73	-0.35677468759480035
1101	74-75	-0.5805200237403554
1101	76-77	-0.4045247508145309
1101	78-79	-0.23283665128965225
1101	80-81	-0.37808742368142845
1101	82-83	-0.2865256727640073
1101	84-85	-0.3634276275047341
1101	86-87	-0.7082765959144552
1101	88-89	-0.37466429051531946
1101	90-91	-0.4931992414094992
1101	92-93	-0.8422908292809268
1101	94-95	0.05843307539849718
1102	1	-0.1091707761459233
1102	2	-0.2620771381350693
1102	3	-0.2227158278988952
1102	4	-0.3138917863358728
1102	5	-0.47564405207307203
1102	6	-0.32101718705443005
1102	7	-0.4088429153549029
1102	8	-0.5771304635884178
1102	9	-0.3075262116234896
1102	10-11	-0.26479627150297347
1102	12-13	-0.258496695453573
1102	14-15	-0.2374691745311921
1102	16-17	-0.0556156210204648
1102	18-19	-0.2253312389404698
1102	20-21	-0.28265643749794833
1102	22-23	-0.23601670317849255
1102	24-25	-0.47390719158447325
1102	26-27	-0.3787610420540801
1102	28-29	-0.31746294207248127
1102	30-31	-0.16024627684715398
1102	32-33	-0.32757172287831793
1102	34-35	-0.26255352164636037
1102	36-37	-0.27014971106623875
1102	38-39	-0.13330951337245978
1102	40-41	-0.1152571763770851
1102	42-43	-0.22750213957765908
1102	44-45	-0.19592854405323124
1102	46-47	-0.13669527563710204
1102	48-49	-0.35472780016900174
1102	50-51	-0.42900113730548384
1102	52-53	-0.17908924327036146
1102	54-55	-0.14579100132330325
1102	56-57	-0.20063334681618272
1102	58-59	-0.11668523282703092
1102	60-61	-0.09985089961281801
1102	62-63	-0.23201375759686726
1102	64-65	-0.2254957367685151
1102	66-67	-0.14457353833590503
1102	68-69	-0.17385304320477957
1102	70-71	-0.06745215920768999
1102	72-73	-0.25858194435047466
1102	74-75	-0.1975543255303478
1102	76-77	-0.33404483033964993
1102	78-79	-0.2553249610161359
1102	80-81	-0.1972497326054068
1102	82-83	0.023334206731675522
1102	84-85	0.10635916719490979
1102	86-87	-0.21306328366605953
1102	88-89	-0.24860037791654577
1102	90-91	-0.18674221351318465
1102	92-93	0.32563081150732387
1102	94-95	-0.38701237004694633
1103	1	-0.3060400277376445
1103	2	-0.39831358211620227
1103	3	-0.4078975608246367
1103	4	-0.5360973108950731
1103	5	-0.2505889339328746
1103	6	-0.4238175119613601
1103	7	-0.506665011689428
1103	8	-0.2844212762171807
1103	9	-0.27355745823507505
