##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	1-ten_S242_concat.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	5657928
Sequences flagged as poor quality	0
Sequence length	101
%GC	25
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	35.714853211281586	37.0	37.0	37.0	37.0	37.0
2	35.99512065194184	37.0	37.0	37.0	37.0	37.0
3	36.1673276860363	37.0	37.0	37.0	37.0	37.0
4	36.08675879226459	37.0	37.0	37.0	37.0	37.0
5	36.30135943758917	37.0	37.0	37.0	37.0	37.0
6	36.39708069809301	37.0	37.0	37.0	37.0	37.0
7	36.39810386417077	37.0	37.0	37.0	37.0	37.0
8	36.34482375880358	37.0	37.0	37.0	37.0	37.0
9	36.28914471870268	37.0	37.0	37.0	37.0	37.0
10-11	36.289272503997935	37.0	37.0	37.0	37.0	37.0
12-13	36.29739013999472	37.0	37.0	37.0	37.0	37.0
14-15	36.28516958858437	37.0	37.0	37.0	37.0	37.0
16-17	36.29258891240751	37.0	37.0	37.0	37.0	37.0
18-19	36.355987916424525	37.0	37.0	37.0	37.0	37.0
20-21	36.379587721865676	37.0	37.0	37.0	37.0	37.0
22-23	36.37195754346821	37.0	37.0	37.0	37.0	37.0
24-25	36.33380647473774	37.0	37.0	37.0	37.0	37.0
26-27	36.2972312479056	37.0	37.0	37.0	37.0	37.0
28-29	36.2717558441889	37.0	37.0	37.0	37.0	37.0
30-31	36.22484803624224	37.0	37.0	37.0	37.0	37.0
32-33	36.17423374776067	37.0	37.0	37.0	37.0	37.0
34-35	36.17321058168291	37.0	37.0	37.0	37.0	37.0
36-37	36.14678270914723	37.0	37.0	37.0	37.0	37.0
38-39	36.08532045653462	37.0	37.0	37.0	37.0	37.0
40-41	36.03113454253925	37.0	37.0	37.0	37.0	37.0
42-43	35.9544995977326	37.0	37.0	37.0	37.0	37.0
44-45	35.87082479663934	37.0	37.0	37.0	37.0	37.0
46-47	35.787396905722375	37.0	37.0	37.0	37.0	37.0
48-49	35.75259618008572	37.0	37.0	37.0	37.0	37.0
50-51	35.71025877317633	37.0	37.0	37.0	37.0	37.0
52-53	35.66009464949006	37.0	37.0	37.0	37.0	37.0
54-55	35.640128152920994	37.0	37.0	37.0	37.0	37.0
56-57	35.611775547514924	37.0	37.0	37.0	37.0	37.0
58-59	35.55198775947662	37.0	37.0	37.0	37.0	37.0
60-61	35.42501884081946	37.0	37.0	37.0	37.0	37.0
62-63	35.40245563393525	37.0	37.0	37.0	37.0	37.0
64-65	35.38960039788417	37.0	37.0	37.0	37.0	37.0
66-67	35.35493929933361	37.0	37.0	37.0	37.0	37.0
68-69	35.32615084532712	37.0	37.0	37.0	37.0	37.0
70-71	35.285181076888925	37.0	37.0	37.0	37.0	37.0
72-73	35.24454270185128	37.0	37.0	37.0	37.0	37.0
74-75	35.224757367007854	37.0	37.0	37.0	37.0	37.0
76-77	35.13740383405374	37.0	37.0	37.0	31.0	37.0
78-79	35.06264024568711	37.0	37.0	37.0	25.0	37.0
80-81	35.058112086261964	37.0	37.0	37.0	25.0	37.0
82-83	35.018124126005134	37.0	37.0	37.0	25.0	37.0
84-85	34.920855479249646	37.0	37.0	37.0	25.0	37.0
86-87	34.87592560386064	37.0	37.0	37.0	25.0	37.0
88-89	34.79515398569936	37.0	37.0	37.0	25.0	37.0
90-91	34.70296246258347	37.0	37.0	37.0	25.0	37.0
92-93	34.57192208879293	37.0	37.0	37.0	25.0	37.0
94-95	34.53562806030759	37.0	37.0	37.0	25.0	37.0
96-97	34.5222793573902	37.0	37.0	37.0	25.0	37.0
98-99	34.501274318089585	37.0	37.0	37.0	25.0	37.0
100-101	34.317542923840676	37.0	37.0	37.0	25.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.1330785758926254
1101	2	0.01035085463672658
1101	3	0.09346538962789452
1101	4	0.07177702486241344
1101	5	-1.21558510009055
1101	6	-0.18952450073528837
1101	7	-0.3473259730594336
1101	8	-0.25938275701084024
1101	9	-0.3090429164340236
1101	10-11	-0.23508777839104056
1101	12-13	-0.690241210481517
1101	14-15	0.0272500098124695
1101	16-17	-0.2917888800450186
1101	18-19	0.07177072465561452
1101	20-21	-0.42418806142109844
1101	22-23	-0.2657525312939413
1101	24-25	-0.1856431208683489
1101	26-27	-0.8693234603245514
1101	28-29	-0.6306169636836358
1101	30-31	-0.50740651122792
1101	32-33	-0.16487868375143222
1101	34-35	-0.17775017523601377
1101	36-37	-0.07925272662320282
1101	38-39	-0.15588652795440794
1101	40-41	-0.08235388257649845
1101	42-43	-0.1874855508872031
1101	44-45	-0.18753991303950812
1101	46-47	-0.25196790234573996
1101	48-49	-0.2720162911952144
1101	50-51	-0.36859814132142077
1101	52-53	-0.23231405326651355
1101	54-55	-0.1888074626403764
1101	56-57	-0.12329628295263007
1101	58-59	-0.42475664163805504
1101	60-61	-0.3326141380046792
1101	62-63	-0.12402490681261469
1101	64-65	-0.30896761330853906
1101	66-67	-0.04636747216064663
1101	68-69	-0.21909889144753691
1101	70-71	-0.41976800240804124
1101	72-73	-0.1853729725389499
1101	74-75	-0.21797705266308753
1101	76-77	-0.2294962258144011
1101	78-79	-0.10340884748190149
1101	80-81	0.06343674634577923
1101	82-83	0.037275075144584946
1101	84-85	-0.16637838783528025
1101	86-87	-0.1362942012103332
1101	88-89	-0.4030146520855169
1101	90-91	-0.235704185594642
1101	92-93	-0.21231113436886062
1101	94-95	-0.19615539502279233
1101	96-97	-0.16174968143128865
1101	98-99	-0.31026649080242663
1101	100-101	-0.194063839478396
1102	1	0.041467279796101764
1102	2	0.052970826058015064
1102	3	-0.15911578209951216
1102	4	-0.21214869715036855
1102	5	-0.6309852604915136
1102	6	-0.1237661059454851
1102	7	-0.6654894653320085
1102	8	-1.904087607556157
1102	9	-0.7510733059149217
1102	10-11	-0.5283987912014396
1102	12-13	-0.852572993716791
1102	14-15	-0.1030596040747227
1102	16-17	-0.5425025976626046
1102	18-19	-0.26582829626486415
1102	20-21	-0.24946238542771937
1102	22-23	-0.2860547587331794
1102	24-25	-0.21586819910967137
1102	26-27	-0.18885252841493383
1102	28-29	-0.06168272974832689
1102	30-31	0.025130041685223148
1102	32-33	-0.18521492553337993
1102	34-35	-0.15216071834835532
1102	36-37	-0.35801960665761356
1102	38-39	-0.02265334796351226
1102	40-41	-0.12965549475629956
1102	42-43	-0.13364117984407642
1102	44-45	-0.7324433473209595
1102	46-47	-0.5409170759139315
1102	48-49	-0.41987697244914557
1102	50-51	-0.19246553874067018
1102	52-53	-0.029138714331928384
1102	54-55	-0.17194268465899398
1102	56-57	-0.17103207821296706
1102	58-59	-0.22269577263829632
1102	60-61	-0.1903634889810064
1102	62-63	-0.12222314707058501
1102	64-65	-0.048610162583479166
1102	66-67	0.18091636585771198
1102	68-69	-0.19458088635538928
1102	70-71	-0.5204884728730903
1102	72-73	-0.4103204920763588
1102	74-75	0.047539240040336495
1102	76-77	-0.4061267049997923
1102	78-79	0.1323972507561919
1102	80-81	0.1873866785672007
1102	82-83	0.06393231561431634
1102	84-85	-0.09483822173190504
1102	86-87	0.13422486766370412
1102	88-89	-0.3168299775477479
1102	90-91	-0.45156554046594977
1102	92-93	-0.7028212994884839
1102	94-95	-0.3973255551069528
1102	96-97	-0.501428912840538
1102	98-99	-0.5061961077909203
1102	100-101	-0.1813558142610887
1103	1	0.06247099650317267
1103	2	-0.006370950470348191
1103	3	0.041904014270485845
1103	4	-0.030708497169854354
1103	5	-0.0011989196987016726
1103	6	-0.08160569621591662
1103	7	-1.068448287949451
1103	8	-0.043070363078051344
1103	9	-0.2564494287130543
1103	10-11	-0.03070509780440034
