##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	s1C_S4_concat.fastq.trim
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	2760805
Sequences flagged as poor quality	0
Sequence length	20-95
%GC	47
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.65272013054164	37.0	37.0	37.0	37.0	37.0
2	36.31164062655638	37.0	37.0	37.0	37.0	37.0
3	36.53066080364242	37.0	37.0	37.0	37.0	37.0
4	36.51915908584634	37.0	37.0	37.0	37.0	37.0
5	36.472694377183466	37.0	37.0	37.0	37.0	37.0
6	36.46339564003977	37.0	37.0	37.0	37.0	37.0
7	36.45124845833009	37.0	37.0	37.0	37.0	37.0
8	36.439337439623586	37.0	37.0	37.0	37.0	37.0
9	36.44260822477502	37.0	37.0	37.0	37.0	37.0
10-11	36.42885354090564	37.0	37.0	37.0	37.0	37.0
12-13	36.40755938938099	37.0	37.0	37.0	37.0	37.0
14-15	36.38145359777312	37.0	37.0	37.0	37.0	37.0
16-17	36.37143478079763	37.0	37.0	37.0	37.0	37.0
18-19	36.350924458627105	37.0	37.0	37.0	37.0	37.0
20-21	36.35414173727038	37.0	37.0	37.0	37.0	37.0
22-23	36.34698653959478	37.0	37.0	37.0	37.0	37.0
24-25	36.3365466053026	37.0	37.0	37.0	37.0	37.0
26-27	36.327777357514535	37.0	37.0	37.0	37.0	37.0
28-29	36.31848704728431	37.0	37.0	37.0	37.0	37.0
30-31	36.31231029120052	37.0	37.0	37.0	37.0	37.0
32-33	36.29929676718952	37.0	37.0	37.0	37.0	37.0
34-35	36.28748380044932	37.0	37.0	37.0	37.0	37.0
36-37	36.28063962268071	37.0	37.0	37.0	37.0	37.0
38-39	36.26781321350597	37.0	37.0	37.0	37.0	37.0
40-41	36.2639987439615	37.0	37.0	37.0	37.0	37.0
42-43	36.26108301771159	37.0	37.0	37.0	37.0	37.0
44-45	36.249576089216305	37.0	37.0	37.0	37.0	37.0
46-47	36.23559229308749	37.0	37.0	37.0	37.0	37.0
48-49	36.226710749501436	37.0	37.0	37.0	37.0	37.0
50-51	36.213116620911876	37.0	37.0	37.0	37.0	37.0
52-53	36.20197836565173	37.0	37.0	37.0	37.0	37.0
54-55	36.19265016116421	37.0	37.0	37.0	37.0	37.0
56-57	36.177492385877486	37.0	37.0	37.0	37.0	37.0
58-59	36.17559589053438	37.0	37.0	37.0	37.0	37.0
60-61	36.16292931039368	37.0	37.0	37.0	37.0	37.0
62-63	36.14548880938658	37.0	37.0	37.0	37.0	37.0
64-65	36.14203392907951	37.0	37.0	37.0	37.0	37.0
66-67	36.13269525058868	37.0	37.0	37.0	37.0	37.0
68-69	36.13289931305198	37.0	37.0	37.0	37.0	37.0
70-71	36.12114863575096	37.0	37.0	37.0	37.0	37.0
72-73	36.118200146614605	37.0	37.0	37.0	37.0	37.0
74-75	36.10679441932998	37.0	37.0	37.0	37.0	37.0
76-77	36.08511280415539	37.0	37.0	37.0	37.0	37.0
78-79	36.072697961031025	37.0	37.0	37.0	37.0	37.0
80-81	36.06515104569354	37.0	37.0	37.0	37.0	37.0
82-83	36.052179165980775	37.0	37.0	37.0	37.0	37.0
84-85	36.04868107289052	37.0	37.0	37.0	37.0	37.0
86-87	36.02795360025581	37.0	37.0	37.0	37.0	37.0
88-89	36.01720639689947	37.0	37.0	37.0	37.0	37.0
90-91	35.999573166692585	37.0	37.0	37.0	37.0	37.0
92-93	35.979654013722794	37.0	37.0	37.0	37.0	37.0
94-95	35.95402262693409	37.0	37.0	37.0	37.0	37.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.4093229923991828
1101	2	-0.3615587731907439
1101	3	-0.17772911116407641
1101	4	-0.3525791349520375
1101	5	-0.36134984627254596
1101	6	-0.24602748146649134
1101	7	-0.08251507921993806
1101	8	-0.5845935450344584
1101	9	-0.007087165219694214
1101	10-11	-0.29786342935592813
1101	12-13	-0.5125153348203852
1101	14-15	-0.3881429649020589
1101	16-17	-0.2663360844052889
1101	18-19	-0.3136671882229862
1101	20-21	-0.2504685961888313
1101	22-23	-0.44616014569989204
1101	24-25	-0.33073061108322577
1101	26-27	-0.19697108666883878
1101	28-29	-0.09131366490723991
1101	30-31	-0.2900754618461008
1101	32-33	-0.18254841942513877
1101	34-35	-0.3146371731613442
1101	36-37	-0.27556338350849785
1101	38-39	-0.31505991165367675
1101	40-41	-0.18912305312943545
1101	42-43	-0.3761840591204617
1101	44-45	-0.46923055020936033
1101	46-47	-0.3281203926855554
1101	48-49	-0.46996630445947574
1101	50-51	-0.26559149914027813
1101	52-53	-0.658667775081824
1101	54-55	-0.5894244578208117
1101	56-57	-0.4627677958476184
1101	58-59	-0.4291136154605866
1101	60-61	-0.21801648699929643
1101	62-63	-0.20686249343449248
1101	64-65	-0.1359287136156766
1101	66-67	0.00634039371286832
1101	68-69	-0.042069929742339696
1101	70-71	-0.10057027507940575
1101	72-73	-0.24910488423772392
1101	74-75	-0.3349541154898503
1101	76-77	-0.3437804226802754
1101	78-79	-0.2741071837221156
1101	80-81	-0.3936073236216586
1101	82-83	-0.2090071410654133
1101	84-85	-0.2747980165275479
1101	86-87	-0.36012266852287667
1101	88-89	-0.5797165600126277
1101	90-91	-0.20908120545524156
1101	92-93	0.12935750162994708
1101	94-95	-1.4468419758765876
1102	1	-0.3235562339051512
1102	2	-0.11476354821370194
1102	3	-0.3840101028996159
1102	4	-0.3624597593781189
1102	5	-0.3360973210200271
1102	6	-0.5673130645702571
1102	7	-0.5488511673742025
1102	8	-0.2422794954476828
1102	9	-0.3432671468542168
1102	10-11	-0.4091857434055157
1102	12-13	-0.24331423289201126
1102	14-15	-0.13620540750996213
1102	16-17	-0.18556473454302846
1102	18-19	-0.28851567307147263
1102	20-21	-0.13702590545189253
1102	22-23	-0.2236589395600248
1102	24-25	-0.28648367836520805
1102	26-27	-0.26359332948142367
1102	28-29	-0.1824971338989343
1102	30-31	-0.15032354725943264
1102	32-33	-0.272648230013111
1102	34-35	-0.19298313065792172
1102	36-37	-0.37837486656935937
1102	38-39	-0.2925267367950539
1102	40-41	-0.22988171318574757
1102	42-43	-0.2675944245127795
1102	44-45	-0.2677142889559079
1102	46-47	-0.20121950400007904
1102	48-49	-0.16874742162220002
1102	50-51	-0.3461330039096069
1102	52-53	-0.3114125996192456
1102	54-55	-0.2749530879834339
1102	56-57	-0.20574657242286065
1102	58-59	-0.15623584797880596
1102	60-61	-0.07543132060546043
1102	62-63	-0.031031069039251236
1102	64-65	-0.07428382082344598
1102	66-67	-0.10746634730661953
1102	68-69	-0.07288460911293271
1102	70-71	-0.21013864763761347
1102	72-73	-0.20357598530466703
1102	74-75	-0.21602128517577057
1102	76-77	-0.366130084694511
1102	78-79	-0.3736528007859192
1102	80-81	-0.0780778037392551
1102	82-83	0.03392872572425176
1102	84-85	-0.14216902787990904
1102	86-87	-0.274197699396737
1102	88-89	-0.2509757437506863
1102	90-91	-0.18353864656688046
1102	92-93	-0.4772138869086504
1102	94-95	-0.1138169990033262
1103	1	-0.4359452402476478
1103	2	-0.30258595836169633
1103	3	-0.4521707794323859
1103	4	-0.48245975937811636
1103	5	-0.5645539806394737
1103	6	-0.30456465019393875
1103	7	-0.40897801726849536
1103	8	-0.48037674703330424
1103	9	-0.12977877476119204
