##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	s4B_S12_concat.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	5478645
Sequences flagged as poor quality	0
Sequence length	101
%GC	48
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.36344041272979	37.0	37.0	37.0	37.0	37.0
2	36.47752318319584	37.0	37.0	37.0	37.0	37.0
3	36.52799825504299	37.0	37.0	37.0	37.0	37.0
4	36.56866141171768	37.0	37.0	37.0	37.0	37.0
5	36.62639795058815	37.0	37.0	37.0	37.0	37.0
6	36.65518280523742	37.0	37.0	37.0	37.0	37.0
7	36.65948660663357	37.0	37.0	37.0	37.0	37.0
8	36.69729778074688	37.0	37.0	37.0	37.0	37.0
9	36.69996011787586	37.0	37.0	37.0	37.0	37.0
10-11	36.6337971341454	37.0	37.0	37.0	37.0	37.0
12-13	36.6038489444014	37.0	37.0	37.0	37.0	37.0
14-15	36.539159408941444	37.0	37.0	37.0	37.0	37.0
16-17	36.47085620623348	37.0	37.0	37.0	37.0	37.0
18-19	36.47025642289289	37.0	37.0	37.0	37.0	37.0
20-21	36.493025008921	37.0	37.0	37.0	37.0	37.0
22-23	36.4591615262533	37.0	37.0	37.0	37.0	37.0
24-25	36.44349980697782	37.0	37.0	37.0	37.0	37.0
26-27	36.41552601053728	37.0	37.0	37.0	37.0	37.0
28-29	36.398516330223984	37.0	37.0	37.0	37.0	37.0
30-31	36.37092164212136	37.0	37.0	37.0	37.0	37.0
32-33	36.36596092646995	37.0	37.0	37.0	37.0	37.0
34-35	36.345481410093186	37.0	37.0	37.0	37.0	37.0
36-37	36.33633736078903	37.0	37.0	37.0	37.0	37.0
38-39	36.32904148744808	37.0	37.0	37.0	37.0	37.0
40-41	36.32541759869457	37.0	37.0	37.0	37.0	37.0
42-43	36.30582379402206	37.0	37.0	37.0	37.0	37.0
44-45	36.301668204455666	37.0	37.0	37.0	37.0	37.0
46-47	36.30348699359057	37.0	37.0	37.0	37.0	37.0
48-49	36.271158288226374	37.0	37.0	37.0	37.0	37.0
50-51	36.26048822290913	37.0	37.0	37.0	37.0	37.0
52-53	36.262168291612255	37.0	37.0	37.0	37.0	37.0
54-55	36.2646198101903	37.0	37.0	37.0	37.0	37.0
56-57	36.25036747224907	37.0	37.0	37.0	37.0	37.0
58-59	36.22671782895223	37.0	37.0	37.0	37.0	37.0
60-61	36.21174377971195	37.0	37.0	37.0	37.0	37.0
62-63	36.19427038985005	37.0	37.0	37.0	37.0	37.0
64-65	36.18974874261793	37.0	37.0	37.0	37.0	37.0
66-67	36.17709451880894	37.0	37.0	37.0	37.0	37.0
68-69	36.179647157280684	37.0	37.0	37.0	37.0	37.0
70-71	36.159239739023064	37.0	37.0	37.0	37.0	37.0
72-73	36.14480432661726	37.0	37.0	37.0	37.0	37.0
74-75	36.1299601452549	37.0	37.0	37.0	37.0	37.0
76-77	36.11714621042246	37.0	37.0	37.0	37.0	37.0
78-79	36.099951174058546	37.0	37.0	37.0	37.0	37.0
80-81	36.09556185881728	37.0	37.0	37.0	37.0	37.0
82-83	36.10794585157461	37.0	37.0	37.0	37.0	37.0
84-85	36.08308705893519	37.0	37.0	37.0	37.0	37.0
86-87	36.07470241273161	37.0	37.0	37.0	37.0	37.0
88-89	36.03953988623099	37.0	37.0	37.0	37.0	37.0
90-91	36.018139521724805	37.0	37.0	37.0	37.0	37.0
92-93	35.99814215011193	37.0	37.0	37.0	37.0	37.0
94-95	36.01507343512857	37.0	37.0	37.0	37.0	37.0
96-97	35.984026707333655	37.0	37.0	37.0	37.0	37.0
98-99	35.96628336021041	37.0	37.0	37.0	37.0	37.0
100-101	35.91615965261484	37.0	37.0	37.0	37.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.12660479427586324
1101	2	0.16853462855879542
1101	3	-0.18281139000220747
1101	4	-0.056693480406742935
1101	5	-0.17147199812267644
1101	6	-0.3770850100349392
1101	7	-0.04815292500507695
1101	8	0.05380793480931345
1101	9	0.10648883190082614
1101	10-11	0.0024979763897832186
1101	12-13	-0.2835730304483377
1101	14-15	-0.49458836026974495
1101	16-17	-0.20300473355175797
1101	18-19	5.471486145722793E-4
1101	20-21	-0.5101839208361767
1101	22-23	0.07413867145901065
1101	24-25	-0.28875425995647674
1101	26-27	-0.2670003328260293
1101	28-29	-0.2853909485603907
1101	30-31	-0.2593732413057168
1101	32-33	-0.14077134432902483
1101	34-35	-0.4903786737657754
1101	36-37	-0.11739865507863101
1101	38-39	-0.3792156600837018
1101	40-41	-0.35321051343616006
1101	42-43	0.1903937252456771
1101	44-45	-0.5097939075445055
1101	46-47	-0.4865302881095843
1101	48-49	-0.3396442632204
1101	50-51	0.09375826619065464
1101	52-53	-0.45893866990763854
1101	54-55	-0.3848741010197472
1101	56-57	-0.35124207771135474
1101	58-59	-0.5699732636376567
1101	60-61	-0.5166167765574485
1101	62-63	0.014927680732505166
1101	64-65	-0.5556422915589323
1101	66-67	-0.834692916692056
1101	68-69	-0.2975967338013774
1101	70-71	-0.1775054868772159
1101	72-73	-0.07127195978424083
1101	74-75	0.0027971921975336045
1101	76-77	0.04475880991620329
1101	78-79	0.04831205491487367
1101	80-81	-0.028798699213055556
1101	82-83	0.0016519810186039763
1101	84-85	-0.07799804674804989
1101	86-87	-0.44469992153256754
1101	88-89	-0.14644498997098054
1101	90-91	-0.22679815369148315
1101	92-93	0.07349853497871806
1101	94-95	-0.2792317312042769
1101	96-97	0.023288483900401502
1101	98-99	-0.4861069143581247
1101	100-101	0.17218103792945527
1102	1	-0.08201654613257148
1102	2	-0.057419208633575636
1102	3	-0.3829611746867201
1102	4	-0.19991208283241946
1102	5	-0.16053719606730255
1102	6	-0.1387947397984064
1102	7	0.0012994247421573846
1102	8	-0.11871229652481219
1102	9	-5.332624683518361E-5
1102	10-11	-0.02628616723708177
1102	12-13	-0.0453880775681057
1102	14-15	-0.45907820819668643
1102	16-17	-0.5760245072104553
1102	18-19	-0.5525301985322386
1102	20-21	-0.12675853233215406
1102	22-23	-0.017214383524454036
1102	24-25	-0.34368701287415604
1102	26-27	-0.4401823732262855
1102	28-29	-0.09200357832177986
1102	30-31	-0.16914487167040448
1102	32-33	-0.24144043459509845
1102	34-35	-0.45761977509927476
1102	36-37	-0.15331317379131093
1102	38-39	-0.5466455525299736
1102	40-41	-0.21705467495397102
1102	42-43	-0.255759200756529
1102	44-45	-0.1715834704644763
1102	46-47	-0.21741453783393894
1102	48-49	-0.39206890280100737
1102	50-51	-0.05412160441201763
1102	52-53	-0.4996119728679673
1102	54-55	-0.10122975643176346
1102	56-57	-0.1855544723939957
1102	58-59	-0.17419843994670714
1102	60-61	-0.2855830021914372
1102	62-63	-0.46203122209468006
1102	64-65	-0.3711236828922253
1102	66-67	-0.2395510373103349
1102	68-69	-0.33155443002971197
1102	70-71	-0.21949330646988585
1102	72-73	-0.05896543166840473
1102	74-75	-0.14187114914511767
1102	76-77	-0.1139258413143196
1102	78-79	-0.14894605322134424
1102	80-81	-0.2522158183542871
1102	82-83	-0.1989346756624215
1102	84-85	-0.024066458822360914
1102	86-87	-0.13981397632879577
1102	88-89	-0.35178913068536843
1102	90-91	-0.2222773086562171
1102	92-93	-0.17507643017553676
1102	94-95	-0.07993748751292173
1102	96-97	-0.072279865763619
1102	98-99	-0.27869413273171517
1102	100-101	0.0923465812109896
1103	1	-0.34647679774695916
1103	2	-0.4908192420707067
1103	3	-0.30423763703860374
1103	4	-0.15459171335216126
1103	5	-0.3653056439576261
1103	6	-0.23686217830543654
1103	7	-0.48613814187086746
1103	8	-0.09992219809426217
1103	9	-0.19506231247491712
