##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	s2B_S5_concat.fastq.trim
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	2871792
Sequences flagged as poor quality	0
Sequence length	20-95
%GC	46
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.66128466128466	37.0	37.0	37.0	37.0	37.0
2	36.322876447876446	37.0	37.0	37.0	37.0	37.0
3	36.547701922701926	37.0	37.0	37.0	37.0	37.0
4	36.53666630452345	37.0	37.0	37.0	37.0	37.0
5	36.48805832734404	37.0	37.0	37.0	37.0	37.0
6	36.485149342292196	37.0	37.0	37.0	37.0	37.0
7	36.46304815947673	37.0	37.0	37.0	37.0	37.0
8	36.45025684311398	37.0	37.0	37.0	37.0	37.0
9	36.45768217196789	37.0	37.0	37.0	37.0	37.0
10-11	36.4386320457749	37.0	37.0	37.0	37.0	37.0
12-13	36.418049775192635	37.0	37.0	37.0	37.0	37.0
14-15	36.39224358867216	37.0	37.0	37.0	37.0	37.0
16-17	36.38173551566409	37.0	37.0	37.0	37.0	37.0
18-19	36.356752856752856	37.0	37.0	37.0	37.0	37.0
20-21	36.361318865502824	37.0	37.0	37.0	37.0	37.0
22-23	36.35599870077171	37.0	37.0	37.0	37.0	37.0
24-25	36.34798367818536	37.0	37.0	37.0	37.0	37.0
26-27	36.34016540672686	37.0	37.0	37.0	37.0	37.0
28-29	36.33284664056704	37.0	37.0	37.0	37.0	37.0
30-31	36.32362690097253	37.0	37.0	37.0	37.0	37.0
32-33	36.31409900775327	37.0	37.0	37.0	37.0	37.0
34-35	36.300911122573275	37.0	37.0	37.0	37.0	37.0
36-37	36.28986984712247	37.0	37.0	37.0	37.0	37.0
38-39	36.281686136781424	37.0	37.0	37.0	37.0	37.0
40-41	36.274390140948654	37.0	37.0	37.0	37.0	37.0
42-43	36.27179523280296	37.0	37.0	37.0	37.0	37.0
44-45	36.259625182523436	37.0	37.0	37.0	37.0	37.0
46-47	36.24882960867376	37.0	37.0	37.0	37.0	37.0
48-49	36.23744664389112	37.0	37.0	37.0	37.0	37.0
50-51	36.2180032844024	37.0	37.0	37.0	37.0	37.0
52-53	36.213458942116134	37.0	37.0	37.0	37.0	37.0
54-55	36.2059601110007	37.0	37.0	37.0	37.0	37.0
56-57	36.18857248431239	37.0	37.0	37.0	37.0	37.0
58-59	36.190657107060744	37.0	37.0	37.0	37.0	37.0
60-61	36.17477770800624	37.0	37.0	37.0	37.0	37.0
62-63	36.15282644342378	37.0	37.0	37.0	37.0	37.0
64-65	36.1532537207772	37.0	37.0	37.0	37.0	37.0
66-67	36.146792873787305	37.0	37.0	37.0	37.0	37.0
68-69	36.14639874042663	37.0	37.0	37.0	37.0	37.0
70-71	36.13178122029575	37.0	37.0	37.0	37.0	37.0
72-73	36.13140100035086	37.0	37.0	37.0	37.0	37.0
74-75	36.12373442494981	37.0	37.0	37.0	37.0	37.0
76-77	36.099196164172255	37.0	37.0	37.0	37.0	37.0
78-79	36.08993994004578	37.0	37.0	37.0	37.0	37.0
80-81	36.076938450818815	37.0	37.0	37.0	37.0	37.0
82-83	36.070701937256906	37.0	37.0	37.0	37.0	37.0
84-85	36.063195801821195	37.0	37.0	37.0	37.0	37.0
86-87	36.03771268076926	37.0	37.0	37.0	37.0	37.0
88-89	36.02996558117877	37.0	37.0	37.0	37.0	37.0
90-91	36.005869515292645	37.0	37.0	37.0	37.0	37.0
92-93	35.99473612478138	37.0	37.0	37.0	37.0	37.0
94-95	35.821736245372975	37.0	37.0	37.0	37.0	37.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.3140109649017333
1101	2	-0.12825387872688054
1101	3	-0.2605829447037493
1101	4	-0.1838979778561125
1101	5	-0.20674736504953017
1101	6	-0.34359231589958483
1101	7	-0.25962771182738464
1101	8	-0.1569878079220075
1101	9	-0.22350767207149858
1101	10-11	-0.2018678928930271
1101	12-13	-0.13720940660389402
1101	14-15	-0.29869477362396424
1101	16-17	-0.3504625880611485
1101	18-19	-0.42178358068235866
1101	20-21	-0.31299902583268846
1101	22-23	-0.15376389305684057
1101	24-25	-0.2339173231369429
1101	26-27	-0.4361617882643003
1101	28-29	-0.29045084784754494
1101	30-31	-0.22840487104424056
1101	32-33	-0.427544340225289
1101	34-35	-0.28529904565106534
1101	36-37	-0.39931720731382825
1101	38-39	-0.2708857199624717
1101	40-41	-0.22192935765585986
1101	42-43	-0.2991210981799455
1101	44-45	-0.37532573364451594
1101	46-47	-0.47787954947654043
1101	48-49	-0.4534750938408507
1101	50-51	-0.2831159033460722
1101	52-53	-0.5860640442009739
1101	54-55	-0.537149336237313
1101	56-57	-0.4421510825129431
1101	58-59	-0.2493502151872491
1101	60-61	-0.30714205231844005
1101	62-63	-0.2976136809193264
1101	64-65	-0.0524686537934258
1101	66-67	0.0864623849126005
1101	68-69	-0.13875405420132125
1101	70-71	-0.28874767908434507
1101	72-73	-0.29011254655603125
1101	74-75	-0.1819857482159648
1101	76-77	-0.3544987809268534
1101	78-79	-0.11881690535255984
1101	80-81	-0.34055945615448024
1101	82-83	-0.3662895232579899
1101	84-85	-0.16699839796783067
1101	86-87	-0.1711023197781003
1101	88-89	-0.1536810683972547
1101	90-91	-0.2747765907839792
1101	92-93	-0.7820972217528492
1101	94-95	0.4080824729003467
1102	1	-0.16072774985330796
1102	2	-0.21965862881856424
1102	3	-0.3948560857611909
1102	4	-0.27233661711232315
1102	5	-0.5085086955929228
1102	6	-0.15912718657715175
1102	7	-0.481422694246433
1102	8	-0.4103583884168671
1102	9	-0.5556905139292496
1102	10-11	-0.21040220270599974
1102	12-13	-0.21778245921730388
1102	14-15	-0.1547602006360691
1102	16-17	-0.20097060195333682
1102	18-19	-0.1620331654268483
1102	20-21	-0.10357707643164815
1102	22-23	-0.21611687192446283
1102	24-25	-0.40966046166590786
1102	26-27	-0.28824317605673855
1102	28-29	-0.2078312156665021
1102	30-31	-0.30661156089797004
1102	32-33	-0.3516698998059056
1102	34-35	-0.24609398418236594
1102	36-37	-0.33870888866118776
1102	38-39	-0.1722683050468703
1102	40-41	-0.16904555496033424
1102	42-43	-0.28403263377302324
1102	44-45	-0.4631935881980098
1102	46-47	-0.34880088943607745
1102	48-49	-0.25696370433515625
1102	50-51	-0.3508851260139281
1102	52-53	-0.2243533013512362
1102	54-55	-0.3480969628507111
1102	56-57	-0.4657051437169599
1102	58-59	-0.2005161194130025
1102	60-61	-0.18642901601649697
1102	62-63	-0.21703089796717734
1102	64-65	-0.10512367175758186
1102	66-67	0.007643385607757125
1102	68-69	-0.1417006590158323
1102	70-71	0.07761137085059744
1102	72-73	-0.2248032891228604
1102	74-75	-0.3005972627327438
1102	76-77	-0.2242906945797145
1102	78-79	-0.1976067096549059
1102	80-81	-0.2496830911852399
1102	82-83	-0.1680305174917578
1102	84-85	-0.14933211985768224
1102	86-87	-0.24732835697088262
1102	88-89	-0.20721608093385413
1102	90-91	-0.018429979127283502
1102	92-93	0.08587919361692542
1102	94-95	0.508280885598758
1103	1	-0.20945014173700827
1103	2	-0.41966949477836835
1103	3	-0.5055802161984602
1103	4	-0.6026532168675516
1103	5	-0.5304493560145218
1103	6	-0.267669546663619
1103	7	-0.328495747809896
1103	8	-0.2720575957736955
1103	9	-0.18332550918254498
1103	10-11	-0.12206051974039411
