##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	s2-3_S18_concat.fastq.trim
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	2649963
Sequences flagged as poor quality	0
Sequence length	20-95
%GC	46
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.672146365817184	37.0	37.0	37.0	37.0	37.0
2	36.364379804548214	37.0	37.0	37.0	37.0	37.0
3	36.551968838810204	37.0	37.0	37.0	37.0	37.0
4	36.54241398842173	37.0	37.0	37.0	37.0	37.0
5	36.499264706714776	37.0	37.0	37.0	37.0	37.0
6	36.489392870768384	37.0	37.0	37.0	37.0	37.0
7	36.46972014326238	37.0	37.0	37.0	37.0	37.0
8	36.45790714813754	37.0	37.0	37.0	37.0	37.0
9	36.45616901066166	37.0	37.0	37.0	37.0	37.0
10-11	36.44334505802534	37.0	37.0	37.0	37.0	37.0
12-13	36.423079869417045	37.0	37.0	37.0	37.0	37.0
14-15	36.396784030569485	37.0	37.0	37.0	37.0	37.0
16-17	36.38540500376798	37.0	37.0	37.0	37.0	37.0
18-19	36.36199448822493	37.0	37.0	37.0	37.0	37.0
20-21	36.36356175374539	37.0	37.0	37.0	37.0	37.0
22-23	36.354129319040155	37.0	37.0	37.0	37.0	37.0
24-25	36.34540348521834	37.0	37.0	37.0	37.0	37.0
26-27	36.33567499814523	37.0	37.0	37.0	37.0	37.0
28-29	36.32796361442769	37.0	37.0	37.0	37.0	37.0
30-31	36.32147215739712	37.0	37.0	37.0	37.0	37.0
32-33	36.306076328503416	37.0	37.0	37.0	37.0	37.0
34-35	36.29867485321272	37.0	37.0	37.0	37.0	37.0
36-37	36.289204055814835	37.0	37.0	37.0	37.0	37.0
38-39	36.27751050241062	37.0	37.0	37.0	37.0	37.0
40-41	36.26692286512021	37.0	37.0	37.0	37.0	37.0
42-43	36.264717216205824	37.0	37.0	37.0	37.0	37.0
44-45	36.25144538196999	37.0	37.0	37.0	37.0	37.0
46-47	36.24082085774929	37.0	37.0	37.0	37.0	37.0
48-49	36.23345096802638	37.0	37.0	37.0	37.0	37.0
50-51	36.21608078005692	37.0	37.0	37.0	37.0	37.0
52-53	36.20370834910491	37.0	37.0	37.0	37.0	37.0
54-55	36.19852633715975	37.0	37.0	37.0	37.0	37.0
56-57	36.18374361279745	37.0	37.0	37.0	37.0	37.0
58-59	36.184093630369325	37.0	37.0	37.0	37.0	37.0
60-61	36.16673383665363	37.0	37.0	37.0	37.0	37.0
62-63	36.151483519944534	37.0	37.0	37.0	37.0	37.0
64-65	36.14696992070614	37.0	37.0	37.0	37.0	37.0
66-67	36.13617821106489	37.0	37.0	37.0	37.0	37.0
68-69	36.134484451449396	37.0	37.0	37.0	37.0	37.0
70-71	36.12379618953537	37.0	37.0	37.0	37.0	37.0
72-73	36.120108838032564	37.0	37.0	37.0	37.0	37.0
74-75	36.112167299720426	37.0	37.0	37.0	37.0	37.0
76-77	36.0872909934744	37.0	37.0	37.0	37.0	37.0
78-79	36.080338969939916	37.0	37.0	37.0	37.0	37.0
80-81	36.065341540738785	37.0	37.0	37.0	37.0	37.0
82-83	36.058975663906224	37.0	37.0	37.0	37.0	37.0
84-85	36.0503291456409	37.0	37.0	37.0	37.0	37.0
86-87	36.02496864262304	37.0	37.0	37.0	37.0	37.0
88-89	36.0165334926851	37.0	37.0	37.0	37.0	37.0
90-91	35.99838620684083	37.0	37.0	37.0	37.0	37.0
92-93	35.97434343248227	37.0	37.0	37.0	37.0	37.0
94-95	35.815104327006935	37.0	37.0	37.0	37.0	37.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	-0.27607063793489317
1101	2	-0.214024322362512
1101	3	-0.34320966663972996
1101	4	-0.2710951990894017
1101	5	-0.08633099740337258
1101	6	-0.5093639591075387
1101	7	-0.2428059346863023
1101	8	-0.20981429674034757
1101	9	-0.2607312063066445
1101	10-11	-0.25180882625256373
1101	12-13	-0.3730786694136583
1101	14-15	-0.14597219414857676
1101	16-17	-0.37687347461531573
1101	18-19	-0.41588539643093014
1101	20-21	-0.36242231849296047
1101	22-23	-0.15294229330539366
1101	24-25	-0.336861420329825
1101	26-27	-0.39033196338146325
1101	28-29	-0.20367199510143053
1101	30-31	-0.20012704579472995
1101	32-33	-0.17273187718023308
1101	34-35	-0.2740437067369399
1101	36-37	-0.3891924264987381
1101	38-39	-0.3830709386218416
1101	40-41	-0.19856498061012928
1101	42-43	-0.20790988607018335
1101	44-45	-0.402350766602396
1101	46-47	-0.47175571004563466
1101	48-49	-0.3532014568918669
1101	50-51	-0.21609597493736032
1101	52-53	-0.547305903128823
1101	54-55	-0.38235924416061806
1101	56-57	-0.37777290080293113
1101	58-59	-0.0772059943305976
1101	60-61	-0.12626309581739292
1101	62-63	-0.14687602091811414
1101	64-65	-0.0986810227566366
1101	66-67	-0.08485595087174147
1101	68-69	-0.2741352008831939
1101	70-71	-0.004613122590434671
1101	72-73	-0.18440495804416202
1101	74-75	-0.4037227086340138
1101	76-77	-0.3190532362036791
1101	78-79	-0.09002920229234945
1101	80-81	-0.03566488131131251
1101	82-83	-0.10080442427324243
1101	84-85	-0.01117900657990134
1101	86-87	-0.33386647713108886
1101	88-89	0.04571755518195175
1101	90-91	0.06926130435796551
1101	92-93	-0.17660659332321416
1101	94-95	-0.3458496370584925
1102	1	-0.22030162737371484
1102	2	-0.24862517324643107
1102	3	-0.30075531576903103
1102	4	-0.26801580968228933
1102	5	-0.5939316985458163
1102	6	-0.2793346273949382
1102	7	-0.32240674152860294
1102	8	-0.5278986628494451
1102	9	-0.173229334538199
1102	10-11	-0.2516308981460824
1102	12-13	-0.11763380510585364
1102	14-15	-0.08752545366817088
1102	16-17	-0.23039636304030608
1102	18-19	-0.16147550997019522
1102	20-21	-0.25127323518226774
1102	22-23	-0.24653618948600098
1102	24-25	-0.27588451245432566
1102	26-27	-0.41656150347473186
1102	28-29	-0.3489706923880789
1102	30-31	-0.3038061019515439
1102	32-33	-0.197429495219005
1102	34-35	-0.2980405324516582
1102	36-37	-0.2848425195808062
1102	38-39	-0.19425933746006052
1102	40-41	-0.28476105456795153
1102	42-43	-0.11935387833538869
1102	44-45	-0.2629037175139999
1102	46-47	-0.12432089756413944
1102	48-49	-0.30435493622792364
1102	50-51	-0.2663938245438544
1102	52-53	-0.2855705023117352
1102	54-55	-0.42747531744856104
1102	56-57	-0.2754994830841113
1102	58-59	-0.28353729986496035
1102	60-61	-0.12334719745408051
1102	62-63	0.07793153277532383
1102	64-65	0.007167321367205659
1102	66-67	-0.04214941286389973
1102	68-69	-0.11118608343374348
1102	70-71	-0.27633943754194945
1102	72-73	-0.44056203449098774
1102	74-75	-0.5095602674472772
1102	76-77	-0.3829724630088478
1102	78-79	-0.25661701918171786
1102	80-81	-0.10571356044113145
1102	82-83	-0.3208172051222675
1102	84-85	-0.2989605396251349
1102	86-87	-0.03176803319318111
1102	88-89	0.006723777351389515
1102	90-91	-0.05931134070914368
1102	92-93	0.009171662182211548
1102	94-95	-1.5810144722233304
1103	1	-0.2565043258953139
1103	2	-0.3115870899231865
1103	3	-0.2161191319036604
1103	4	-0.16573565309808913
1103	5	-0.530743784048326
1103	6	-0.4781858051395318
1103	7	-0.36192945565481693
1103	8	-0.49103411356712456
1103	9	-0.0462131783844697
1103	10-11	-0.036335688492748375
