##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	s3-4_S22_concat.fastq.trim
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	2970080
Sequences flagged as poor quality	0
Sequence length	20-95
%GC	47
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.79673813499973	37.0	37.0	37.0	37.0	37.0
2	36.48457549964984	37.0	37.0	37.0	37.0	37.0
3	36.72273676129936	37.0	37.0	37.0	37.0	37.0
4	36.72035096697732	37.0	37.0	37.0	37.0	37.0
5	36.67732788342401	37.0	37.0	37.0	37.0	37.0
6	36.67688681786349	37.0	37.0	37.0	37.0	37.0
7	36.66309998383882	37.0	37.0	37.0	37.0	37.0
8	36.65607323708452	37.0	37.0	37.0	37.0	37.0
9	36.65598771750256	37.0	37.0	37.0	37.0	37.0
10-11	36.64888050153532	37.0	37.0	37.0	37.0	37.0
12-13	36.64286248181867	37.0	37.0	37.0	37.0	37.0
14-15	36.62574644454021	37.0	37.0	37.0	37.0	37.0
16-17	36.621967085061684	37.0	37.0	37.0	37.0	37.0
18-19	36.61444203523138	37.0	37.0	37.0	37.0	37.0
20-21	36.61909494150767	37.0	37.0	37.0	37.0	37.0
22-23	36.613694139239904	37.0	37.0	37.0	37.0	37.0
24-25	36.60879006785527	37.0	37.0	37.0	37.0	37.0
26-27	36.60216784760853	37.0	37.0	37.0	37.0	37.0
28-29	36.5942263121855	37.0	37.0	37.0	37.0	37.0
30-31	36.591625482033464	37.0	37.0	37.0	37.0	37.0
32-33	36.585103866686296	37.0	37.0	37.0	37.0	37.0
34-35	36.5781298904962	37.0	37.0	37.0	37.0	37.0
36-37	36.57274163255111	37.0	37.0	37.0	37.0	37.0
38-39	36.56802036440806	37.0	37.0	37.0	37.0	37.0
40-41	36.56851892813843	37.0	37.0	37.0	37.0	37.0
42-43	36.56779940075379	37.0	37.0	37.0	37.0	37.0
44-45	36.55823342915022	37.0	37.0	37.0	37.0	37.0
46-47	36.55095730524013	37.0	37.0	37.0	37.0	37.0
48-49	36.5464752377587	37.0	37.0	37.0	37.0	37.0
50-51	36.53530886871694	37.0	37.0	37.0	37.0	37.0
52-53	36.529566790118	37.0	37.0	37.0	37.0	37.0
54-55	36.524451660096226	37.0	37.0	37.0	37.0	37.0
56-57	36.51919345876892	37.0	37.0	37.0	37.0	37.0
58-59	36.51805502088855	37.0	37.0	37.0	37.0	37.0
60-61	36.50807701478374	37.0	37.0	37.0	37.0	37.0
62-63	36.490043665837014	37.0	37.0	37.0	37.0	37.0
64-65	36.49288152194882	37.0	37.0	37.0	37.0	37.0
66-67	36.48923272547543	37.0	37.0	37.0	37.0	37.0
68-69	36.48221976677887	37.0	37.0	37.0	37.0	37.0
70-71	36.47295733785046	37.0	37.0	37.0	37.0	37.0
72-73	36.470332684754425	37.0	37.0	37.0	37.0	37.0
74-75	36.46606248359214	37.0	37.0	37.0	37.0	37.0
76-77	36.440425406129755	37.0	37.0	37.0	37.0	37.0
78-79	36.43435088382495	37.0	37.0	37.0	37.0	37.0
80-81	36.41922612105979	37.0	37.0	37.0	37.0	37.0
82-83	36.41046936748312	37.0	37.0	37.0	37.0	37.0
84-85	36.400510823133104	37.0	37.0	37.0	37.0	37.0
86-87	36.37842127001757	37.0	37.0	37.0	37.0	37.0
88-89	36.362241296402125	37.0	37.0	37.0	37.0	37.0
90-91	36.33957229715213	37.0	37.0	37.0	37.0	37.0
92-93	36.31512001972877	37.0	37.0	37.0	37.0	37.0
94-95	36.35262490344083	37.0	37.0	37.0	37.0	37.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	-0.20539904555965904
1101	2	-0.3475741016838114
1101	3	-0.2918903932811787
1101	4	-0.43313650563001005
1101	5	-0.2619287805431725
1101	6	-0.21936331290225297
1101	7	-0.4213449021163598
1101	8	-0.203907249152806
1101	9	-0.2479154601674196
1101	10-11	-0.3473689700679117
1101	12-13	-0.28222253524434393
1101	14-15	-0.31195841043503236
1101	16-17	-0.22282097234140252
1101	18-19	-0.41529428340133023
1101	20-21	-0.39575432735564675
1101	22-23	-0.1681141989594508
1101	24-25	-0.14416152447294905
1101	26-27	-0.353989102026496
1101	28-29	-0.35808266791501353
1101	30-31	-0.23999657633443405
1101	32-33	-0.3968294086361581
1101	34-35	-0.3181137227056965
1101	36-37	-0.5333219396378368
1101	38-39	-0.2988585439490876
1101	40-41	-0.3112586328380118
1101	42-43	-0.3006173380192152
1101	44-45	-0.4645282279185281
1101	46-47	-0.2664653114201627
1101	48-49	-0.36042680099014035
1101	50-51	-0.5224328512245577
1101	52-53	-0.3484713678607676
1101	54-55	-0.3497889497153608
1101	56-57	-0.5178024909431045
1101	58-59	-0.3114236123800538
1101	60-61	-0.21992644684192442
1101	62-63	-0.11421618933448485
1101	64-65	-0.09507664442622143
1101	66-67	-0.16777072569659168
1101	68-69	-0.24423772355541473
1101	70-71	-0.2441780424977722
1101	72-73	-0.2519421149397374
1101	74-75	-0.3961641201027959
1101	76-77	-0.4738389857103087
1101	78-79	-0.25760342702623973
1101	80-81	-0.2748509930482257
1101	82-83	-0.2518764404731684
1101	84-85	-0.1311424727838073
1101	86-87	-0.2301245464029691
1101	88-89	-0.20481341822072352
1101	90-91	-0.2976345200138937
1101	92-93	-0.5827658400042353
1101	94-95	-0.33053375627025616
1102	1	-0.07267387283312843
1102	2	-0.24741768531018948
1102	3	-0.3509452259994248
1102	4	-0.27729843765412454
1102	5	-0.24320069856875648
1102	6	-0.3184452728267999
1102	7	-0.3443062136297925
1102	8	-0.31835216433196223
1102	9	-0.316379438491424
1102	10-11	-0.39313968718301595
1102	12-13	-0.22439197074393036
1102	14-15	-0.20363966898276686
1102	16-17	-0.17632213781251949
1102	18-19	-0.1944620709714684
1102	20-21	-0.14128861944504933
1102	22-23	-0.3195617806175264
1102	24-25	-0.33093005797654484
1102	26-27	-0.2946546171681632
1102	28-29	-0.14417908484609399
1102	30-31	-0.2782376446972563
1102	32-33	-0.21476970967859188
1102	34-35	-0.17411851072409235
1102	36-37	-0.2217449112158647
1102	38-39	-0.20837311522612367
1102	40-41	-0.12520915831288448
1102	42-43	-0.2743707669698736
1102	44-45	-0.2521076557085422
1102	46-47	-0.1780508492763957
1102	48-49	-0.37411888631622503
1102	50-51	-0.240949623005541
1102	52-53	-0.35781006172190644
1102	54-55	-0.2418246653377878
1102	56-57	-0.1441391104362637
1102	58-59	-0.18875434593947915
1102	60-61	-0.08184170667744439
1102	62-63	-0.15363242262305477
1102	64-65	-0.07366849333172354
1102	66-67	-0.11297077636244524
1102	68-69	-0.1714788256147557
1102	70-71	-0.15315756648431034
1102	72-73	-0.06881837596002782
1102	74-75	-0.5206709786745591
1102	76-77	-0.41666472288071077
1102	78-79	-0.1536868217777112
1102	80-81	-0.2617295997391764
1102	82-83	-0.07103170230578115
1102	84-85	-0.32454972636133306
1102	86-87	-0.022506903543302315
1102	88-89	-0.2552046595617483
1102	90-91	-0.0019227570319415577
1102	92-93	-0.12197484682577908
1102	94-95	-0.9246326398428195
1103	1	-0.31303986259619165
1103	2	-0.11011700413050107
1103	3	-0.33673474019387584
1103	4	-0.3623817570901977
1103	5	-0.2902995914914115
1103	6	-0.27165746478862474
1103	7	-0.46715267239341074
1103	8	-0.29994684317690457
1103	9	-0.20869275549013366
