##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	4-7_S252_concat.fastq.trim
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1603722
Sequences flagged as poor quality	0
Sequence length	20-95
%GC	44
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.63093229375166	37.0	37.0	37.0	37.0	37.0
2	36.433391822273435	37.0	37.0	37.0	37.0	37.0
3	36.610936309410235	37.0	37.0	37.0	37.0	37.0
4	36.617762928986444	37.0	37.0	37.0	37.0	37.0
5	36.57073856940293	37.0	37.0	37.0	37.0	37.0
6	36.55565615486974	37.0	37.0	37.0	37.0	37.0
7	36.54314899963959	37.0	37.0	37.0	37.0	37.0
8	36.55026494616897	37.0	37.0	37.0	37.0	37.0
9	36.536422147978264	37.0	37.0	37.0	37.0	37.0
10-11	36.53575682069586	37.0	37.0	37.0	37.0	37.0
12-13	36.533346178452376	37.0	37.0	37.0	37.0	37.0
14-15	36.52541151147144	37.0	37.0	37.0	37.0	37.0
16-17	36.51772813492613	37.0	37.0	37.0	37.0	37.0
18-19	36.5050644687795	37.0	37.0	37.0	37.0	37.0
20-21	36.51614370869251	37.0	37.0	37.0	37.0	37.0
22-23	36.510007177496945	37.0	37.0	37.0	37.0	37.0
24-25	36.51661882877538	37.0	37.0	37.0	37.0	37.0
26-27	36.52083232099979	37.0	37.0	37.0	37.0	37.0
28-29	36.5154259052936	37.0	37.0	37.0	37.0	37.0
30-31	36.51673468375624	37.0	37.0	37.0	37.0	37.0
32-33	36.50988947684091	37.0	37.0	37.0	37.0	37.0
34-35	36.50276219107363	37.0	37.0	37.0	37.0	37.0
36-37	36.497473292193945	37.0	37.0	37.0	37.0	37.0
38-39	36.48604485098464	37.0	37.0	37.0	37.0	37.0
40-41	36.473120747460825	37.0	37.0	37.0	37.0	37.0
42-43	36.46038250405135	37.0	37.0	37.0	37.0	37.0
44-45	36.45392523504999	37.0	37.0	37.0	37.0	37.0
46-47	36.44144265935314	37.0	37.0	37.0	37.0	37.0
48-49	36.423187530581565	37.0	37.0	37.0	37.0	37.0
50-51	36.41335204382988	37.0	37.0	37.0	37.0	37.0
52-53	36.398435188972535	37.0	37.0	37.0	37.0	37.0
54-55	36.39240790312275	37.0	37.0	37.0	37.0	37.0
56-57	36.3838178231744	37.0	37.0	37.0	37.0	37.0
58-59	36.36965473754392	37.0	37.0	37.0	37.0	37.0
60-61	36.35101805099849	37.0	37.0	37.0	37.0	37.0
62-63	36.34884716432233	37.0	37.0	37.0	37.0	37.0
64-65	36.34711961210306	37.0	37.0	37.0	37.0	37.0
66-67	36.34479997039688	37.0	37.0	37.0	37.0	37.0
68-69	36.34889621951181	37.0	37.0	37.0	37.0	37.0
70-71	36.35004300028561	37.0	37.0	37.0	37.0	37.0
72-73	36.34499500350798	37.0	37.0	37.0	37.0	37.0
74-75	36.32606157296101	37.0	37.0	37.0	37.0	37.0
76-77	36.30050480571734	37.0	37.0	37.0	37.0	37.0
78-79	36.26774965230763	37.0	37.0	37.0	37.0	37.0
80-81	36.23400209555595	37.0	37.0	37.0	37.0	37.0
82-83	36.1981038616797	37.0	37.0	37.0	37.0	37.0
84-85	36.18533955947766	37.0	37.0	37.0	37.0	37.0
86-87	36.15381711027105	37.0	37.0	37.0	37.0	37.0
88-89	36.134107484487735	37.0	37.0	37.0	37.0	37.0
90-91	36.099824914282785	37.0	37.0	37.0	37.0	37.0
92-93	36.06776763564072	37.0	37.0	37.0	37.0	37.0
94-95	35.798972433718866	37.0	37.0	37.0	37.0	37.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.5161204902178724
1101	2	-0.20526115095036346
1101	3	-0.2977827986470629
1101	4	-0.4919393674885626
1101	5	-0.46196389913237823
1101	6	-0.2376926703645239
1101	7	-0.23710802323376612
1101	8	0.031419572474753465
1101	9	-0.4983326609943788
1101	10-11	-0.2976316601059139
1101	12-13	-0.4281509394415721
1101	14-15	-0.6950028651679219
1101	16-17	-0.5570218597793257
1101	18-19	-0.5214699692016467
1101	20-21	-0.6012254571080717
1101	22-23	-0.3969881374880728
1101	24-25	-0.3566225384241406
1101	26-27	-0.13730819285166262
1101	28-29	-0.27887753721881836
1101	30-31	-0.2609632084486577
1101	32-33	-0.13193198552127683
1101	34-35	-0.48936521215215834
1101	36-37	-0.19005432857009907
1101	38-39	-0.4228818585852707
1101	40-41	-0.33785131854529027
1101	42-43	-0.23942675093702093
1101	44-45	-0.15725647644571694
1101	46-47	-0.25308716345700333
1101	48-49	-0.21168544578642212
1101	50-51	-0.1781626895140036
1101	52-53	-0.3136351949685263
1101	54-55	-0.1719226940392531
1101	56-57	0.033583256946961626
1101	58-59	-0.14149717205643242
1101	60-61	-0.14751834916067708
1101	62-63	-0.25288939626493345
1101	64-65	-0.10309659946219796
1101	66-67	-0.18298110273160972
1101	68-69	-0.24435874234220734
1101	70-71	0.041318116752250944
1101	72-73	-0.5373174579760516
1101	74-75	0.017292062721196544
1101	76-77	-0.3299939148024862
1101	78-79	-0.2037669474928876
1101	80-81	-0.1385357517059731
1101	82-83	-0.08716709097825515
1101	84-85	-0.30034740683701955
1101	86-87	0.06787063273285554
1101	88-89	0.04889329466875836
1101	90-91	0.0015315920969030117
1101	92-93	-1.0588273574341187
1101	94-95	0.5014466072736568
1102	1	-0.23201528557201812
1102	2	-0.6057906849019759
1102	3	-0.37219548405708025
1102	4	-0.6235183148569803
1102	5	-0.5433541451754991
1102	6	-0.4364873223641723
1102	7	-0.17170619180694757
1102	8	-0.03753686531231892
1102	9	-0.314268414775718
1102	10-11	-0.5868712961610285
1102	12-13	-0.20072927243358407
1102	14-15	-0.11143304567756473
1102	16-17	-0.05652450744909032
1102	18-19	-0.4830860717147374
1102	20-21	-0.006072739280213568
1102	22-23	-0.2054361439706085
1102	24-25	-0.196033251620932
1102	26-27	-0.19261507383071574
1102	28-29	-0.09273807702818715
1102	30-31	-0.43237606167748055
1102	32-33	-0.31768490485170986
1102	34-35	-0.35111550048210916
1102	36-37	-0.25868163254159526
1102	38-39	-0.29499306302528794
1102	40-41	-0.2213366051950274
1102	42-43	-0.08136139715560375
1102	44-45	-0.18765181673748543
1102	46-47	-0.35107432207717437
1102	48-49	-0.21428002425076187
1102	50-51	0.06554361986636792
1102	52-53	-0.1054826092926433
1102	54-55	-0.15584231697734197
1102	56-57	-0.3773229214590046
1102	58-59	-0.3695354634814194
1102	60-61	-0.5053508563523792
1102	62-63	-0.6502680537689116
1102	64-65	-0.33379526587695807
1102	66-67	-0.4611251282400488
1102	68-69	-0.38378526892513065
1102	70-71	-0.2867966982921928
1102	72-73	-0.25243682164613546
1102	74-75	0.090666309846263
1102	76-77	-0.4379518710256747
1102	78-79	-0.345654663118772
1102	80-81	-0.24284604183795722
1102	82-83	-0.5037576440947973
1102	84-85	-0.4315379429020396
1102	86-87	-0.17060069849738824
1102	88-89	-0.7871659934581885
1102	90-91	-1.0592672357060948
1102	92-93	0.35256479605835267
1102	94-95	-0.9850504573056043
1103	1	0.04227743884074897
1103	2	-0.35141231221911085
1103	3	0.1969816754007283
1103	4	-0.42042353729411985
1103	5	-0.1547985001416663
1103	6	-0.17608798166016726
1103	7	-0.09846111582985628
1103	8	-0.05794794690396543
1103	9	-0.15499123198665643
1103	10-11	-0.10109583311095349
