##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	2-7_S244_concat.fastq.trim2
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1069475
Sequences flagged as poor quality	0
Sequence length	20-95
%GC	44
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.325611164356346	37.0	37.0	37.0	37.0	37.0
2	36.12272470137217	37.0	37.0	37.0	37.0	37.0
3	36.34657846139461	37.0	37.0	37.0	37.0	37.0
4	36.363244582622315	37.0	37.0	37.0	37.0	37.0
5	36.27382313752074	37.0	37.0	37.0	37.0	37.0
6	36.25245751420089	37.0	37.0	37.0	37.0	37.0
7	36.201559643750436	37.0	37.0	37.0	37.0	37.0
8	36.20682390892728	37.0	37.0	37.0	37.0	37.0
9	36.19015217747025	37.0	37.0	37.0	37.0	37.0
10-11	36.15122466630824	37.0	37.0	37.0	37.0	37.0
12-13	36.102699922859344	37.0	37.0	37.0	37.0	37.0
14-15	36.08205521400687	37.0	37.0	37.0	37.0	37.0
16-17	36.037752168119866	37.0	37.0	37.0	37.0	37.0
18-19	35.98604081441829	37.0	37.0	37.0	37.0	37.0
20-21	36.00380586266108	37.0	37.0	37.0	37.0	37.0
22-23	35.98630061511727	37.0	37.0	37.0	37.0	37.0
24-25	35.98811198869527	37.0	37.0	37.0	37.0	37.0
26-27	35.985744865077436	37.0	37.0	37.0	37.0	37.0
28-29	35.974814218841416	37.0	37.0	37.0	37.0	37.0
30-31	35.96238349785389	37.0	37.0	37.0	37.0	37.0
32-33	35.94696863796844	37.0	37.0	37.0	37.0	37.0
34-35	35.940369189721025	37.0	37.0	37.0	37.0	37.0
36-37	35.912804885933	37.0	37.0	37.0	37.0	37.0
38-39	35.902591407813425	37.0	37.0	37.0	37.0	37.0
40-41	35.88118882697958	37.0	37.0	37.0	37.0	37.0
42-43	35.8561442530208	37.0	37.0	37.0	37.0	37.0
44-45	35.85063573123838	37.0	37.0	37.0	37.0	37.0
46-47	35.83173923775183	37.0	37.0	37.0	37.0	37.0
48-49	35.78949827583963	37.0	37.0	37.0	37.0	37.0
50-51	35.771451786317144	37.0	37.0	37.0	37.0	37.0
52-53	35.75176127609696	37.0	37.0	37.0	37.0	37.0
54-55	35.741032672284334	37.0	37.0	37.0	37.0	37.0
56-57	35.736508760797875	37.0	37.0	37.0	37.0	37.0
58-59	35.728179237254	37.0	37.0	37.0	37.0	37.0
60-61	35.71235433888842	37.0	37.0	37.0	37.0	37.0
62-63	35.706380180135845	37.0	37.0	37.0	37.0	37.0
64-65	35.70593672071402	37.0	37.0	37.0	37.0	37.0
66-67	35.69354256032307	37.0	37.0	37.0	37.0	37.0
68-69	35.698622943398234	37.0	37.0	37.0	37.0	37.0
70-71	35.70613230277753	37.0	37.0	37.0	37.0	37.0
72-73	35.69628771777134	37.0	37.0	37.0	37.0	37.0
74-75	35.687362976494555	37.0	37.0	37.0	37.0	37.0
76-77	35.66863007297677	37.0	37.0	37.0	37.0	37.0
78-79	35.64658397008401	37.0	37.0	37.0	37.0	37.0
80-81	35.62824449193464	37.0	37.0	37.0	37.0	37.0
82-83	35.62761717008678	37.0	37.0	37.0	37.0	37.0
84-85	35.65298658009931	37.0	37.0	37.0	37.0	37.0
86-87	35.66436053100533	37.0	37.0	37.0	37.0	37.0
88-89	35.69162636714038	37.0	37.0	37.0	37.0	37.0
90-91	35.68006006691962	37.0	37.0	37.0	37.0	37.0
92-93	35.75352495753415	37.0	37.0	37.0	37.0	37.0
94-95	35.41341373410201	37.0	37.0	37.0	31.0	37.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.3603662502996343
1101	2	-0.009348127959839303
1101	3	-0.3041507629159099
1101	4	-0.6035037115231958
1101	5	-0.4839334007981222
1101	6	-0.05944990274890216
1101	7	0.150027757127269
1101	8	-0.4173689008877801
1101	9	-0.787058988341947
1101	10-11	-0.40427249500210394
1101	12-13	-0.5078833231093256
1101	14-15	-0.4695756263465398
1101	16-17	-0.7882415768347286
1101	18-19	-0.5426903408144526
1101	20-21	-0.3958564051365272
1101	22-23	-0.2615117793596866
1101	24-25	-0.22670099721150905
1101	26-27	0.07750873550327242
1101	28-29	-0.19837303231344805
1101	30-31	-0.2348851135224379
1101	32-33	-0.23504660096951824
1101	34-35	-0.10736523840614609
1101	36-37	-0.2587912164908417
1101	38-39	-0.3223243782420653
1101	40-41	-0.5751534415035096
1101	42-43	-0.07037382031226258
1101	44-45	-0.18575498559435744
1101	46-47	-0.08178512796904869
1101	48-49	-0.43748908309490986
1101	50-51	-0.36196689821817074
1101	52-53	-0.10132603153216735
1101	54-55	-0.2577187229075406
1101	56-57	-0.3133405726849787
1101	58-59	0.015452350492587641
1101	60-61	0.00296800759468141
1101	62-63	-0.1650160525541935
1101	64-65	-0.24142106702133503
1101	66-67	-0.030110778825239493
1101	68-69	0.2601327986254631
1101	70-71	0.09677469534013738
1101	72-73	0.09303102707260535
1101	74-75	-0.3760741523949136
1101	76-77	0.07457002879922214
1101	78-79	-0.2540490159027229
1101	80-81	-0.7243492471521122
1101	82-83	-0.20953482373189303
1101	84-85	-0.03092501749078025
1101	86-87	-0.29944709774272127
1101	88-89	0.13562594241574288
1101	90-91	-0.021341318150547295
1101	92-93	-0.04330454712801668
1101	94-95	-1.560098171213582
1102	1	-0.11967310306853562
1102	2	-0.23658508095370223
1102	3	-0.5455125409165618
1102	4	-0.23628612096202772
1102	5	0.003442710974653096
1102	6	-0.406441412531116
1102	7	-0.08829732279500035
1102	8	0.24745903116262014
1102	9	0.023001118778275043
1102	10-11	-0.1460974391087575
1102	12-13	-0.12140080850043944
1102	14-15	-0.07681076846540691
1102	16-17	-0.04944636590261098
1102	18-19	-0.05788427856214895
1102	20-21	0.0737816988977471
1102	22-23	0.14317607736892768
1102	24-25	0.16710037244639153
1102	26-27	-0.0031754154548480074
1102	28-29	0.2327656272340235
1102	30-31	-0.24183605575527878
1102	32-33	-0.07484124670306613
1102	34-35	-0.17835244637406333
1102	36-37	-0.25729806555118984
1102	38-39	0.1698211889675889
1102	40-41	0.16457633840573038
1102	42-43	0.12181854552356697
1102	44-45	0.03262832306410246
1102	46-47	0.11827699529168711
1102	48-49	-0.2474090843472183
1102	50-51	-0.1930793577230574
1102	52-53	0.18809286206007414
1102	54-55	0.02997111979977518
1102	56-57	0.2411294851156569
1102	58-59	0.0948559648083247
1102	60-61	-0.07619897752413607
1102	62-63	-0.058044441200905794
1102	64-65	0.10438427125256311
1102	66-67	-0.06738823038227082
1102	68-69	-0.08568806139901142
1102	70-71	0.23601065943531552
1102	72-73	0.0029541452560479797
1102	74-75	-0.08405455432440334
1102	76-77	-0.03483954263159461
1102	78-79	0.100477496341
1102	80-81	-0.1190570132321156
1102	82-83	-0.16252440769516596
1102	84-85	-0.13821044520042847
1102	86-87	-0.2698771443616579
1102	88-89	-0.28965202678907787
1102	90-91	-0.07933100887219524
1102	92-93	0.019940887054325174
1102	94-95	-0.0019586363298600418
1103	1	-0.14640978327702214
1103	2	0.17001131324532537
1103	3	0.28125831750021035
1103	4	0.02068739869432079
1103	5	0.13866413138991618
1103	6	0.38483071591680584
1103	7	0.10378420776730479
1103	8	0.07723601835355964
1103	9	-0.09446316887795803
1103	10-11	5.037711105302378E-4
1103	12-13	-0.0252823654731813
1103	14-15	0.09321804997839678
1103	16-17	-0.4042860778735289
1103	18-19	-0.36067990064437794
1103	20-21	-0.42878574621251175
1103	22-23	0.006396841504276551
1103	24-25	-0.13244907978583598
1103	26-27	0.01808801508659741
1103	28-29	-0.1717782075333929
1103	30-31	-0.5101285746027457
1103	32-33	-0.2773991868559449
1103	34-35	-0.5772791040315752
1103	36-37	-0.20773134945924454
1103	38-39	-0.22617564516740885
1103	40-41	-0.514344327849841
1103	42-43	-0.38311012726502014
1103	44-45	-0.12439327684741386
1103	46-47	-0.41903171476456436
1103	48-49	-0.4776504066663776
1103	50-51	-0.831479522203395
1103	52-53	-0.4790900706706651
1103	54-55	-0.41206524643067866
1103	56-57	-0.0896081307894363
1103	58-59	-0.36752102151692867
1103	60-61	-0.11304504731601384
1103	62-63	-0.43733703854471884
1103	64-65	-0.1288439083132289
1103	66-67	-0.24027658942406305
1103	68-69	-0.19337264818095434
1103	70-71	-0.1942791296986499
1103	72-73	-0.21770822605182616
1103	74-75	-0.4342852372471242
1103	76-77	-1.0481636713484548
1103	78-79	-0.2627236027374593
1103	80-81	-0.45629085633272126
1103	82-83	-0.5494797978339605
1103	84-85	-0.5295618727868856
1103	86-87	-0.5970594111941026
1103	88-89	-0.902258870615178
1103	90-91	-0.7454353512652006
1103	92-93	-0.6767856690472271
1103	94-95	0.39823516211975374
1104	1	-0.23491686259038858
1104	2	0.09123045871582036
1104	3	-0.21844410074312037
1104	4	-0.14553550570362006
1104	5	-0.37192351426852355
1104	6	-0.3505407914131027
1104	7	-0.07924423478375076
1104	8	-0.2678491840020314
1104	9	-0.13554511349642695
1104	10-11	-0.3662500817901062
1104	12-13	-0.292816195820258
1104	14-15	-0.35941946411757897
1104	16-17	-0.22340335641005282
1104	18-19	-0.460761344072516
1104	20-21	-0.3974758233287261
1104	22-23	-0.524933325065227
1104	24-25	-0.1826845460327533
1104	26-27	-0.3814956764180053
1104	28-29	-0.15728486590217727
1104	30-31	-0.4963993623614442
1104	32-33	-0.2849008484188502
1104	34-35	-0.06495433566682607
1104	36-37	-0.38240040221461413
1104	38-39	0.015385065347537363
1104	40-41	-0.2230390370989852
1104	42-43	-0.10818904803055318
1104	44-45	-0.006880658312823584
1104	46-47	0.09397568117626776
1104	48-49	-0.023075723391599468
1104	50-51	-0.247243027290736
1104	52-53	0.18438238300335286
1104	54-55	-0.28107998432870573
1104	56-57	-0.03784269803803397
1104	58-59	-0.17578945118400213
1104	60-61	0.08548418989752093
1104	62-63	0.09494841581368973
1104	64-65	0.2288128405827905
1104	66-67	-0.2629687222863595
1104	68-69	0.0018097130193908129
1104	70-71	0.24641197017366778
1104	72-73	-0.016429572294512695
1104	74-75	-0.3149919002858397
1104	76-77	0.10451516891307477
1104	78-79	0.22933898818075704
1104	80-81	-0.17174847714791497
1104	82-83	0.036743344939360156
1104	84-85	-0.4143910421335306
1104	86-87	0.04742051716925033
1104	88-89	-0.17637833987512153
1104	90-91	-0.44422778689973796
1104	92-93	0.27397190671035077
1104	94-95	-0.810098171213582
1105	1	-0.2556651210578451
1105	2	-0.054517799751636176
1105	3	-0.769038623923521
1105	4	-0.5451571727706437
1105	5	-0.29049185440784697
1105	6	-0.6282251536518686
1105	7	0.14925684616748924
1105	8	-0.3959118791737879
1105	9	0.4013573606808549
1105	10-11	-0.1407066035292388
1105	12-13	-0.10273392342054422
1105	14-15	-0.14310911100684365
1105	16-17	-0.2153262485551437
1105	18-19	-0.34455908608548924
1105	20-21	0.0022603977899109395
1105	22-23	0.20332546831956932
1105	24-25	0.30028082510160203
1105	26-27	-0.12067502883682124
1105	28-29	0.05208149861299205
1105	30-31	0.11626438563770591
1105	32-33	-0.024727676435809087
1105	34-35	-0.023426807460836585
1105	36-37	-0.05953634691840648
1105	38-39	-0.05151994211537669
1105	40-41	-0.20703786347566222
1105	42-43	0.05853989844169405
1105	44-45	-0.18483448038071515
1105	46-47	-0.11318755717034179
1105	48-49	0.10234092816366314
1105	50-51	0.2336124951598464
1105	52-53	0.483700137648043
1105	54-55	-0.1603161508553157
1105	56-57	0.12407080966592332
1105	58-59	0.2022442145425103
