##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	s2-8_S30_concat.fastq.trim
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	3149274
Sequences flagged as poor quality	0
Sequence length	20-95
%GC	46
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.67737897686895	37.0	37.0	37.0	37.0	37.0
2	36.33187458442803	37.0	37.0	37.0	37.0	37.0
3	36.55932383146084	37.0	37.0	37.0	37.0	37.0
4	36.55291473526914	37.0	37.0	37.0	37.0	37.0
5	36.501768979136145	37.0	37.0	37.0	37.0	37.0
6	36.497357803735085	37.0	37.0	37.0	37.0	37.0
7	36.478947846392536	37.0	37.0	37.0	37.0	37.0
8	36.466780597686956	37.0	37.0	37.0	37.0	37.0
9	36.467462024580904	37.0	37.0	37.0	37.0	37.0
10-11	36.45432153569362	37.0	37.0	37.0	37.0	37.0
12-13	36.43520919424604	37.0	37.0	37.0	37.0	37.0
14-15	36.40934736069329	37.0	37.0	37.0	37.0	37.0
16-17	36.394709066280036	37.0	37.0	37.0	37.0	37.0
18-19	36.378542165591185	37.0	37.0	37.0	37.0	37.0
20-21	36.37853931412071	37.0	37.0	37.0	37.0	37.0
22-23	36.37067474794796	37.0	37.0	37.0	37.0	37.0
24-25	36.36195711767035	37.0	37.0	37.0	37.0	37.0
26-27	36.350558723057496	37.0	37.0	37.0	37.0	37.0
28-29	36.3441869334891	37.0	37.0	37.0	37.0	37.0
30-31	36.33524853503934	37.0	37.0	37.0	37.0	37.0
32-33	36.31873686434081	37.0	37.0	37.0	37.0	37.0
34-35	36.30841585354608	37.0	37.0	37.0	37.0	37.0
36-37	36.29898915571175	37.0	37.0	37.0	37.0	37.0
38-39	36.286678941665066	37.0	37.0	37.0	37.0	37.0
40-41	36.27810945019392	37.0	37.0	37.0	37.0	37.0
42-43	36.275563728588764	37.0	37.0	37.0	37.0	37.0
44-45	36.26163397888719	37.0	37.0	37.0	37.0	37.0
46-47	36.25225201319584	37.0	37.0	37.0	37.0	37.0
48-49	36.23973584586011	37.0	37.0	37.0	37.0	37.0
50-51	36.223091849158735	37.0	37.0	37.0	37.0	37.0
52-53	36.21109508486403	37.0	37.0	37.0	37.0	37.0
54-55	36.202840427819694	37.0	37.0	37.0	37.0	37.0
56-57	36.19127063139414	37.0	37.0	37.0	37.0	37.0
58-59	36.19272230025263	37.0	37.0	37.0	37.0	37.0
60-61	36.175658314584624	37.0	37.0	37.0	37.0	37.0
62-63	36.154692572704434	37.0	37.0	37.0	37.0	37.0
64-65	36.15123036483867	37.0	37.0	37.0	37.0	37.0
66-67	36.14384692988715	37.0	37.0	37.0	37.0	37.0
68-69	36.140226457437485	37.0	37.0	37.0	37.0	37.0
70-71	36.12709509170034	37.0	37.0	37.0	37.0	37.0
72-73	36.122913633866304	37.0	37.0	37.0	37.0	37.0
74-75	36.111495814212944	37.0	37.0	37.0	37.0	37.0
76-77	36.08701923141817	37.0	37.0	37.0	37.0	37.0
78-79	36.07978812613065	37.0	37.0	37.0	37.0	37.0
80-81	36.06562490841647	37.0	37.0	37.0	37.0	37.0
82-83	36.05649999814098	37.0	37.0	37.0	37.0	37.0
84-85	36.04283703035851	37.0	37.0	37.0	37.0	37.0
86-87	36.024730116784596	37.0	37.0	37.0	37.0	37.0
88-89	36.019939237099564	37.0	37.0	37.0	37.0	37.0
90-91	35.99961504648201	37.0	37.0	37.0	37.0	37.0
92-93	35.97844511326131	37.0	37.0	37.0	37.0	37.0
94-95	35.813587605827365	37.0	37.0	37.0	37.0	37.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.2533039321891337
1101	2	-0.3149052413228972
1101	3	-0.35928327519947345
1101	4	-0.1790105814884413
1101	5	-0.3623472190656827
1101	6	-0.2974211057703968
1101	7	-0.2288376251074098
1101	8	-0.5077412232109566
1101	9	-0.4875421580712995
1101	10-11	-0.2182733266452459
1101	12-13	-0.3600424843391252
1101	14-15	-0.24221773945146197
1101	16-17	-0.3062032985654355
1101	18-19	-0.30299354487812735
1101	20-21	-0.24187638566944258
1101	22-23	-0.2900346058291845
1101	24-25	-0.3152663412032197
1101	26-27	-0.30985023205339957
1101	28-29	-0.30342850123012255
1101	30-31	-0.10009112430207523
1101	32-33	-0.3729090757277689
1101	34-35	-0.2920310615481796
1101	36-37	-0.26960282981958983
1101	38-39	-0.4344152659795384
1101	40-41	-0.2956451757750287
1101	42-43	-0.18734281533816244
1101	44-45	-0.5054406238789539
1101	46-47	-0.17157149893234447
1101	48-49	-0.5338726315337183
1101	50-51	-0.2898374881552144
1101	52-53	-0.424740936158841
1101	54-55	-0.38978852748062565
1101	56-57	-0.4579932269187097
1101	58-59	-0.20677964385453151
1101	60-61	-0.18102274773152516
1101	62-63	-0.02055675455911654
1101	64-65	0.03773740659201508
1101	66-67	-0.16296938356131818
1101	68-69	-0.16905395055177763
1101	70-71	-0.1374387634094134
1101	72-73	-0.2625610050222065
1101	74-75	-0.1434555463035423
1101	76-77	-0.4007230269984561
1101	78-79	-0.047412339410215054
1101	80-81	-0.2724491524639774
1101	82-83	-0.13036659257005567
1101	84-85	-0.19342862120118554
1101	86-87	-0.2514487759538042
1101	88-89	-0.0962543411287129
1101	90-91	-0.4576596745273491
1101	92-93	0.2230640656512648
1101	94-95	0.30746561349484125
1102	1	-0.13688961616862372
1102	2	-0.14800601576479266
1102	3	-0.43758102725335846
1102	4	-0.16164972537611533
1102	5	-0.34122569861551
1102	6	-0.4465451647382821
1102	7	-0.4137295648979844
1102	8	-0.3614106422478969
1102	9	-0.05388933916654537
1102	10-11	-0.2913457783240432
1102	12-13	-0.3269121954718912
1102	14-15	-0.2724921958941309
1102	16-17	-0.25078546159868154
1102	18-19	-0.21248471895642496
1102	20-21	-0.2578092916044099
1102	22-23	-0.3077391196341779
1102	24-25	-0.3363398270524627
1102	26-27	-0.3844898796160692
1102	28-29	-0.27938735232074663
1102	30-31	-0.26118495968447775
1102	32-33	-0.21068568943115196
1102	34-35	-0.3354868166753775
1102	36-37	-0.15015512428276168
1102	38-39	-0.10404495185304086
1102	40-41	-0.32229625915108073
1102	42-43	-0.18027329549205007
1102	44-45	-0.1858522714836255
1102	46-47	-0.32438478832598605
1102	48-49	-0.4063538332268095
1102	50-51	-0.2469323020668952
1102	52-53	-0.27423005338680184
1102	54-55	-0.28077102049494584
1102	56-57	-0.29416917421470146
1102	58-59	-0.2568889752116519
1102	60-61	-0.07303584588635914
1102	62-63	-0.0795857043398911
1102	64-65	-0.05047515561113869
1102	66-67	-0.22796111278752562
1102	68-69	0.06053647625447667
1102	70-71	-0.05037342505708864
1102	72-73	-0.03268690704426547
1102	74-75	-0.25231594331066276
1102	76-77	-0.37661954363267114
1102	78-79	-0.09765807646476787
1102	80-81	-0.20038319672182325
1102	82-83	-0.05330815689947599
1102	84-85	-0.3712278250756782
1102	86-87	-0.08611103105795337
1102	88-89	-0.15421841920814927
1102	90-91	-0.30891835554984937
1102	92-93	-0.3341680986077904
1102	94-95	-0.9379556319264069
1103	1	-0.5546232213533813
1103	2	-0.29304306237713007
1103	3	-0.4771718399285305
1103	4	-0.32117343697073153
1103	5	-0.3501392134312127
1103	6	-0.41705183077819896
1103	7	-0.48129482980623095
1103	8	-0.4399988167107054
1103	9	-0.09253415587248526
