##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	s2-3_S18_concat.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	5717599
Sequences flagged as poor quality	0
Sequence length	101
%GC	46
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.38798401217014	37.0	37.0	37.0	37.0	37.0
2	36.48331598630824	37.0	37.0	37.0	37.0	37.0
3	36.531280175472254	37.0	37.0	37.0	37.0	37.0
4	36.569028712926524	37.0	37.0	37.0	37.0	37.0
5	36.622505180933466	37.0	37.0	37.0	37.0	37.0
6	36.65273780130436	37.0	37.0	37.0	37.0	37.0
7	36.65629523861327	37.0	37.0	37.0	37.0	37.0
8	36.693866253999275	37.0	37.0	37.0	37.0	37.0
9	36.69909082466259	37.0	37.0	37.0	37.0	37.0
10-11	36.63407795824786	37.0	37.0	37.0	37.0	37.0
12-13	36.60197925737709	37.0	37.0	37.0	37.0	37.0
14-15	36.53628367431854	37.0	37.0	37.0	37.0	37.0
16-17	36.47587964808305	37.0	37.0	37.0	37.0	37.0
18-19	36.47446296950871	37.0	37.0	37.0	37.0	37.0
20-21	36.4963712915159	37.0	37.0	37.0	37.0	37.0
22-23	36.465702823860155	37.0	37.0	37.0	37.0	37.0
24-25	36.44823010497938	37.0	37.0	37.0	37.0	37.0
26-27	36.41441678578718	37.0	37.0	37.0	37.0	37.0
28-29	36.39221201067092	37.0	37.0	37.0	37.0	37.0
30-31	36.34235506897213	37.0	37.0	37.0	37.0	37.0
32-33	36.31896780449276	37.0	37.0	37.0	37.0	37.0
34-35	36.283804268190195	37.0	37.0	37.0	37.0	37.0
36-37	36.26917365138759	37.0	37.0	37.0	37.0	37.0
38-39	36.26233730277342	37.0	37.0	37.0	37.0	37.0
40-41	36.26901248233743	37.0	37.0	37.0	37.0	37.0
42-43	36.218254900352406	37.0	37.0	37.0	37.0	37.0
44-45	36.196692177957914	37.0	37.0	37.0	37.0	37.0
46-47	36.18888645391186	37.0	37.0	37.0	37.0	37.0
48-49	36.147234005043025	37.0	37.0	37.0	37.0	37.0
50-51	36.110692180406495	37.0	37.0	37.0	37.0	37.0
52-53	36.10486167358012	37.0	37.0	37.0	37.0	37.0
54-55	36.121163184056805	37.0	37.0	37.0	37.0	37.0
56-57	36.106590283788705	37.0	37.0	37.0	37.0	37.0
58-59	36.067306661415046	37.0	37.0	37.0	37.0	37.0
60-61	36.04939503452411	37.0	37.0	37.0	37.0	37.0
62-63	36.00839679382902	37.0	37.0	37.0	37.0	37.0
64-65	36.013117918902665	37.0	37.0	37.0	37.0	37.0
66-67	36.01847908536433	37.0	37.0	37.0	37.0	37.0
68-69	35.98246020751018	37.0	37.0	37.0	37.0	37.0
70-71	35.93947984110113	37.0	37.0	37.0	37.0	37.0
72-73	35.94314492849183	37.0	37.0	37.0	37.0	37.0
74-75	35.921698076412845	37.0	37.0	37.0	37.0	37.0
76-77	35.885392977017105	37.0	37.0	37.0	37.0	37.0
78-79	35.85723815188858	37.0	37.0	37.0	37.0	37.0
80-81	35.86178691440236	37.0	37.0	37.0	37.0	37.0
82-83	35.867159536721616	37.0	37.0	37.0	37.0	37.0
84-85	35.832205266581305	37.0	37.0	37.0	37.0	37.0
86-87	35.807351389980305	37.0	37.0	37.0	37.0	37.0
88-89	35.74650268408121	37.0	37.0	37.0	37.0	37.0
90-91	35.7157045291214	37.0	37.0	37.0	37.0	37.0
92-93	35.691651075914905	37.0	37.0	37.0	37.0	37.0
94-95	35.70756868398781	37.0	37.0	37.0	37.0	37.0
96-97	35.66673843338786	37.0	37.0	37.0	37.0	37.0
98-99	35.646274074134965	37.0	37.0	37.0	37.0	37.0
100-101	35.59860292755753	37.0	37.0	37.0	37.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.3297362448884087
1101	2	0.03132758914338751
1101	3	-0.3222093741670875
1101	4	-0.06936595870300266
1101	5	-0.23669401783607213
1101	6	-0.7058915399474586
1101	7	-0.2235238616700883
1101	8	-0.012224441744727699
1101	9	0.10925375946317928
1101	10-11	-0.09635860438721267
1101	12-13	-0.45680544638854315
1101	14-15	-0.48532380575473155
1101	16-17	-0.25756589994010426
1101	18-19	-0.03645471455135407
1101	20-21	-0.42783664177203207
1101	22-23	0.013952102472224226
1101	24-25	-0.3000179591360279
1101	26-27	-0.23705481729453481
1101	28-29	-0.4830846749528419
1101	30-31	-0.4264600789011652
1101	32-33	-0.3109001377241043
1101	34-35	-0.5639708491340514
1101	36-37	-0.24880097183787342
1101	38-39	-0.605076265480939
1101	40-41	-0.49068075319527793
1101	42-43	-0.028331540825114132
1101	44-45	-0.5052471293928988
1101	46-47	-0.4527270391905205
1101	48-49	-0.37556866793401866
1101	50-51	0.03247142063824526
1101	52-53	-0.4448764003584955
1101	54-55	-0.6009979993449548
1101	56-57	-0.32926477544121013
1101	58-59	-0.7436383602178367
1101	60-61	-0.89785523373601
1101	62-63	-0.1621041329460695
1101	64-65	-0.5355832308029278
1101	66-67	-0.9435583699418686
1101	68-69	-0.4409808956765673
1101	70-71	-0.41610940008753516
1101	72-73	-0.24807004787188447
1101	74-75	-0.13271478560235295
1101	76-77	-0.19000444903905134
1101	78-79	-0.16621436452609828
1101	80-81	-0.21931259973927553
1101	82-83	-0.30991870462803206
1101	84-85	-0.563996529724605
1101	86-87	-0.5606004345558375
1101	88-89	-0.4077666038347658
1101	90-91	-0.39112702042098135
1101	92-93	-0.06371950827331574
1101	94-95	-0.5055716333485094
1101	96-97	-0.23604728612240677
1101	98-99	-0.6693766866466504
1101	100-101	-0.26920113232073106
1102	1	-0.09023644168841827
1102	2	0.047841806566133016
1102	3	-0.455715164497164
1102	4	-0.46182302099281003
1102	5	-0.32542892300706683
1102	6	-0.08766240633529776
1102	7	-0.10070933249586034
1102	8	-0.09716696154168147
1102	9	0.00965894997780481
1102	10-11	-0.08354172433927687
1102	12-13	-0.13691052954958138
1102	14-15	-0.37394155458309797
1102	16-17	-0.6471905914437954
1102	18-19	-0.6071178367321295
1102	20-21	-0.18441603411438479
1102	22-23	-0.07100114374469513
1102	24-25	-0.26852936146943307
1102	26-27	-0.4380390259186413
1102	28-29	-0.03858749227684655
1102	30-31	-0.15433795503425074
1102	32-33	-0.1214650058978961
1102	34-35	-0.47301885254505294
1102	36-37	-0.47473840880153517
1102	38-39	-0.6638802875308798
1102	40-41	-0.32768088340209545
1102	42-43	-0.14552423410700754
1102	44-45	-0.18839345057349988
1102	46-47	-0.24344713653873384
1102	48-49	-0.34236414102723955
1102	50-51	-0.06199496827373707
1102	52-53	-0.38596839162600816
1102	54-55	0.009954152181229858
1102	56-57	-0.18817957757303105
1102	58-59	-0.21422457992650124
1102	60-61	-0.3852768675545022
1102	62-63	-0.37803918328127395
1102	64-65	-0.34962137335644883
1102	66-67	-0.1927366814782232
1102	68-69	-0.30665334239382247
1102	70-71	0.008784058256267713
1102	72-73	-0.12548524285882934
1102	74-75	-0.06270403832544957
1102	76-77	-0.1703026971465107
1102	78-79	0.0017911679229598576
1102	80-81	-0.2212880487516813
1102	82-83	0.05766736520870097
1102	84-85	-0.10877531072060975
1102	86-87	-0.35181275539855505
1102	88-89	-0.35880585985027835
1102	90-91	-0.1200066249974654
1102	92-93	-0.20147534456312854
1102	94-95	0.003482210002253794
1102	96-97	-0.09079755569819525
1102	98-99	-0.446217690413107
1102	100-101	-0.0024833363855094603
1103	1	-0.2047322377927756
1103	2	-0.4285827298094418
1103	3	-0.28028871256339727
1103	4	-0.1475377284371575
1103	5	-0.3975290995613463
1103	6	-0.1208561771412704
1103	7	-0.4861742251248984
1103	8	-0.07627505668036605
1103	9	-0.10093855416343445
